pl_name,pl_bmasse,pl_rade,pl_eqt,st_teff,sy_dist
Kepler-983 b,6.17,2.36,485.0,6052.0,714.437
Kepler-870 b,8.15,2.78,691.0,5857.0,1259.46
Kepler-869 b,12.7,3.61,494.0,5664.0,939.455
Kepler-913 b,4.9,2.06,1129.0,4687.0,991.618
Kepler-910 b,0.477,0.82,1752.0,6230.0,400.289
Kepler-964 b,5.14,2.12,652.0,5427.0,454.626
Kepler-866 b,3.29,1.63,996.0,4751.0,646.667
Kepler-915 b,2.86,1.5,1319.0,6173.0,849.036
Kepler-914 b,2.48,1.38,1192.0,5877.0,753.723
Kepler-1051 b,11.5,3.4,850.0,6675.0,829.343
Kepler-1058 b,7.85,2.72,239.0,4644.0,491.997
Kepler-863 b,8.75,2.9,718.0,5678.0,1499.66
Kepler-923 b,2.48,1.38,1104.0,5988.0,1000.28
Kepler-916 b,3.75,1.76,503.0,5248.0,830.712
Kepler-950 b,59.6,8.98,360.0,5857.0,2161.6
Kepler-1029 b,2.13,1.26,790.0,5030.0,366.656
Kepler-958 b,4.9,2.06,749.0,5421.0,449.773
Kepler-861 b,5.82,2.28,966.0,5047.0,850.327
Kepler-862 b,5.52,2.21,1097.0,5333.0,1039.03
Kepler-927 b,3.61,1.72,906.0,5743.0,831.685
Kepler-962 b,4.54,1.97,689.0,5478.0,411.486
TOI-1855 b,360.09958513,18.49481816,1701.0,5359.0,176.833
Kepler-930 b,5.18,2.13,561.0,6335.0,848.396
Kepler-929 b,1.41,1.11,2362.0,5869.0,1311.23
Kepler-965 b,11.4,3.38,393.0,5886.0,582.828
Kepler-979 b,7.85,2.72,792.0,5310.0,576.503
Kepler-932 b,2.45,1.37,1276.0,5331.0,465.612
Kepler-931 b,2.33,1.33,744.0,5241.0,490.0
Kepler-1006 b,2.99,1.54,791.0,5328.0,1081.738
Kepler-990 b,7.27,2.6,903.0,5948.0,802.163
Kepler-892 b,8.3,2.81,556.0,4747.0,570.727
Kepler-895 b,2.99,1.54,771.0,4315.0,540.134
Kepler-507 b,5.69692195,1.3,1407.0,6113.0,391.644
Kepler-1027 b,0.64,0.89,1268.0,5436.0,405.104
Kepler-982 b,5.69,2.25,955.0,6139.0,801.479
Kepler-897 b,6.3,2.39,855.0,5839.0,1519.25
Kepler-898 b,2.83,1.49,616.0,4223.0,484.891
Kepler-938 b,5.56,2.22,544.0,5533.0,1182.05
Kepler-986 b,6.17,2.36,465.0,5642.0,548.364
Kepler-978 b,9.22,2.99,546.0,6002.0,682.522
Kepler-960 b,5.86,2.29,1391.0,4755.0,284.916
Kepler-976 b,14.9,3.96,324.0,5232.0,1012.41
Kepler-899 b,7.65,2.68,640.0,5595.0,1246.43
Kepler-1015 b,12.3,3.55,1040.0,6769.0,739.357
Kepler-1002 b,3.57,1.71,1453.0,6144.0,408.303
Kepler-889 b,1.32,1.09,1328.0,5961.0,598.313
Kepler-903 b,4.7,2.01,842.0,5682.0,1369.24
Kepler-904 b,3.78,1.77,1332.0,6160.0,978.125
Kepler-918 b,3.68,1.74,1052.0,6028.0,1025.03
Kepler-920 b,6.44,2.42,907.0,5403.0,1001.68
Kepler-961 b,7.04,2.55,642.0,5582.0,574.314
Kepler-972 b,19.5,4.65,1060.0,6146.0,1198.03
Kepler-886 b,2.92,1.52,1111.0,6098.0,711.297
Kepler-885 b,6.8,2.5,830.0,6187.0,651.318
Kepler-906 b,5.1,2.11,537.0,6035.0,757.791
Kepler-466 c,2.1,1.25,1206.0,5927.0,530.122
Kepler-921 b,8.6,2.87,492.0,5663.0,934.49
Kepler-943 b,29.5,5.93,455.0,5612.0,2300.53
Kepler-946 b,4.38,1.93,857.0,5665.0,1137.29
Kepler-1014 b,6.3,2.39,614.0,5388.0,624.8
Kepler-852 b,6.99,2.54,565.0,6100.0,1619.03
Kepler-884 b,2.04,1.23,964.0,5715.0,476.733
Kepler-529 c,4.66,2.0,891.0,6087.0,799.008
Kepler-944 b,7.41,2.63,459.0,5409.0,1349.43
Kepler-942 b,5.18,2.13,379.0,4861.0,216.354
Kepler-1010 b,5.99,2.32,477.0,5253.0,579.273
Kepler-882 b,2.04,1.23,903.0,5476.0,504.605
Kepler-255 d,2.3,1.32,1710.0,5431.0,1052.53
Kepler-758 c,3.5,1.69,1372.0,6228.0,1502.32
Kepler-1034 b,5.73,2.26,675.0,5198.0,654.549
Kepler-1013 b,5.27,2.15,766.0,4954.0,422.246
Kepler-1054 b,7.41,2.63,1177.0,6209.0,1090.51
Kepler-760 c,2.79,1.48,1139.0,5322.0,792.336
Kepler-271 c,0.809,0.95,850.0,5555.0,404.542
Kepler-967 b,6.12,2.35,638.0,5178.0,568.546
Kepler-995 b,7.75,2.7,517.0,5206.0,609.638
TOI-2368 b,206.58846455,10.83908434,1000.0,5360.0,210.915
Kepler-1033 b,6.85,2.51,914.0,5547.0,1455.5
Kepler-876 b,2.63,1.43,923.0,5060.0,820.913
Kepler-875 b,8.75,2.9,569.0,5958.0,1242.62
Kepler-732 c,2.15,1.27,893.0,3631.0,174.826
Kepler-1060 b,6.26,2.38,484.0,5797.0,946.565
Kepler-1008 b,2.18,1.28,627.0,5066.0,282.565
Kepler-1055 b,2.04,1.23,1304.0,5723.0,389.397
Kepler-1045 b,7.7,2.69,512.0,5301.0,942.485
Kepler-872 b,4.62,1.99,1230.0,5902.0,879.683
Kepler-1071 b,6.26,2.38,814.0,5215.0,1042.27
Kepler-1139 b,1.81,1.19,1693.0,5550.0,495.156
Kepler-1180 b,4.62,1.99,765.0,6077.0,1596.8
Kepler-991 b,6.99,2.54,260.0,4392.0,389.561
Kepler-1141 b,0.477,0.82,1471.0,5791.0,393.642
Kepler-1140 b,8.1,2.77,500.0,4850.0,656.48
Kepler-1183 b,8.35,2.82,555.0,5765.0,1919.19
Kepler-1192 b,6.17,2.36,600.0,5438.0,1304.19
Kepler-1028 b,2.33,1.33,1217.0,5522.0,607.916
Kepler-1004 b,32.5,6.28,1661.0,4972.0,1152.68
Kepler-1072 b,3.12,1.58,1849.0,6199.0,982.716
TOI-3919 b,1233.17421916,12.31866979,1198.0,6100.0,604.591
Kepler-1065 b,13.4,3.73,1092.0,5635.0,1122.48
Kepler-1077 b,8.1,2.77,576.0,5816.0,1101.42
Kepler-1194 b,2.89,1.51,676.0,5590.0,757.382
Kepler-1197 b,2.1,1.25,1011.0,4708.0,486.94
Kepler-1146 b,2.04,1.23,1019.0,4692.0,703.038
Kepler-1144 b,4.62,1.99,811.0,5753.0,1140.57
Kepler-1079 b,3.29,1.63,887.0,5758.0,591.098
Kepler-1066 b,6.17,2.36,1290.0,5762.0,344.251
Kepler-1198 b,2.76,1.47,830.0,5517.0,743.03
Kepler-1199 b,1.6,1.15,931.0,5889.0,563.493
Kepler-968 b,4.66,2.0,745.0,4598.0,290.324
Kepler-1047 b,5.02,2.09,503.0,5754.0,817.647
Kepler-1148 b,3.5,1.69,1397.0,5054.0,625.692
Kepler-1147 b,7.32,2.61,872.0,5941.0,1657.36
Kepler-1081 b,1.01,1.01,972.0,5345.0,420.215
Kepler-1062 b,3.75,1.76,583.0,4597.0,397.455
Kepler-1063 b,2.83,1.49,931.0,5945.0,343.226
Kepler-1064 b,3.02,1.55,570.0,5153.0,374.0
Kepler-1084 b,1.41,1.11,1737.0,6113.0,405.533
Kepler-1087 b,0.165,0.61,2161.0,5589.0,362.623
Kepler-1207 b,3.26,1.62,802.0,5909.0,1754.19
Kepler-1209 b,2.89,1.51,755.0,6210.0,505.531
Kepler-1114 b,2.39,1.35,631.0,5374.0,418.417
Kepler-1115 b,3.53,1.7,1381.0,8480.0,983.245
Kepler-1154 b,6.08,2.34,1314.0,6327.0,1460.1
Kepler-1089 b,4.01,1.83,584.0,3753.0,259.328
Kepler-1216 b,2.51,1.39,1191.0,5743.0,1258.36
Kepler-1215 b,1.98,1.22,1046.0,5616.0,661.022
Kepler-1117 b,1.41,1.11,938.0,5612.0,568.487
Kepler-1156 b,2.3,1.32,787.0,5778.0,691.331
Kepler-1092 b,4.94,2.07,508.0,5862.0,981.233
Kepler-1093 b,4.46,1.95,776.0,6166.0,1072.88
Kepler-1210 b,3.53,1.7,856.0,5568.0,1176.53
Kepler-1212 b,5.22,2.14,795.0,6051.0,1316.57
Kepler-1120 b,2.48,1.38,1027.0,4904.0,615.231
Kepler-1159 b,6.21,2.37,677.0,6217.0,1213.71
Kepler-1160 b,5.22,2.14,839.0,5519.0,1077.63
Kepler-1096 b,2.07,1.24,794.0,4306.0,377.976
Kepler-1094 b,10.2,3.18,480.0,6112.0,1291.01
Kepler-1214 b,6.17,2.36,591.0,5130.0,729.227
Kepler-1122 b,4.82,2.04,526.0,5544.0,1230.42
Kepler-1124 b,2.18,1.28,621.0,3658.0,289.899
Kepler-1161 b,5.18,2.13,485.0,4253.0,547.726
Kepler-1097 b,10.7,3.26,267.0,5211.0,719.802
Kepler-1098 b,2.24,1.3,1319.0,5794.0,1049.19
Kepler-1046 b,3.57,1.71,786.0,5913.0,721.534
TOI-4153 b,365.50266805,16.11851425,1669.0,6860.0,423.84
Kepler-1125 b,4.04,1.84,778.0,5683.0,2011.41
Kepler-1166 b,3.5,1.69,486.0,5446.0,634.906
Kepler-1164 b,1.46,1.12,936.0,5183.0,431.622
Kepler-1102 b,7.56,2.66,546.0,5724.0,1246.05
Kepler-1100 b,3.71,1.75,1000.0,6247.0,693.618
Kepler-1000 b,20.3,4.76,473.0,6453.0,1115.62
Kepler-1127 b,4.5,1.96,994.0,5664.0,842.459
Kepler-1128 b,12.9,3.65,424.0,5543.0,1083.41
Kepler-1073 b,5.9,2.3,905.0,5792.0,809.897
Kepler-1169 b,0.779,0.94,1125.0,6191.0,522.823
Kepler-1106 b,3.36,1.65,2199.0,6104.0,1090.7
Kepler-1037 b,2.18,1.28,1650.0,5105.0,446.914
Kepler-1131 b,3.15,1.59,1159.0,5851.0,1030.7
Kepler-1132 b,6.12,2.35,384.0,5298.0,867.931
Kepler-480 b,8.15,2.78,1312.0,6322.0,847.508
Kepler-1108 b,2.73,1.46,1063.0,5406.0,767.701
Kepler-1109 b,5.43,2.19,787.0,5893.0,685.087
Kepler-994 b,3.19,1.6,957.0,3934.0,188.158
Kepler-1133 b,4.54,1.97,703.0,5569.0,753.135
Kepler-1172 b,10.3,3.2,675.0,5558.0,1306.53
Kepler-1173 b,0.64,0.89,1650.0,5252.0,377.06
Kepler-1111 b,4.66,2.0,938.0,6077.0,841.536
Kepler-1049 b,0.809,0.95,625.0,3864.0,162.006
Kepler-1135 b,4.08,1.85,451.0,5656.0,1314.64
Kepler-478 b,7.8,2.71,640.0,5210.0,420.0
Kepler-1175 b,9.22,2.99,515.0,5453.0,1121.89
Kepler-1174 b,3.15,1.59,1156.0,5936.0,1408.75
Kepler-508 b,3.33,1.64,710.0,6025.0,324.618
Kepler-954 b,5.99,2.32,545.0,4990.0,215.814
Kepler-1050 b,3.19,1.6,1039.0,6010.0,490.488
Kepler-1136 b,3.33,1.64,922.0,4512.0,491.406
Kepler-1177 b,4.27,1.9,377.0,5712.0,1299.97
Kepler-1075 b,2.6,1.42,818.0,3959.0,291.275
Kepler-1186 b,5.6,2.23,724.0,5635.0,1337.25
Kepler-1188 b,4.98,2.08,775.0,5913.0,1717.48
Kepler-1001 b,10.1,3.15,693.0,5491.0,928.978
Kepler-1277 b,3.19,1.6,496.0,5578.0,557.193
Kepler-1276 b,1.81,1.19,886.0,6188.0,538.481
Kepler-1323 b,2.92,1.52,2291.0,6169.0,465.417
Kepler-1322 b,3.22,1.61,1666.0,5488.0,1350.32
Kepler-1368 b,3.36,1.65,2085.0,5906.0,1635.82
Kepler-1236 b,5.22,2.14,480.0,5337.0,999.64
Kepler-1280 b,4.16,1.87,757.0,6227.0,1486.7
Kepler-1279 b,3.71,1.75,738.0,6221.0,1494.22
Kepler-1281 b,3.33,1.64,1123.0,5353.0,1090.0
Kepler-1327 b,3.89,1.8,831.0,5885.0,678.069
Kepler-1325 b,8.55,2.86,564.0,5550.0,973.368
Kepler-1372 b,2.15,1.27,1655.0,5677.0,1303.22
Kepler-1239 b,8.75,2.9,1183.0,6564.0,2140.6
Kepler-1283 b,4.31,1.91,764.0,6175.0,2921.99
Kepler-1330 b,3.36,1.65,879.0,5608.0,1720.48
Kepler-1373 b,1.65,1.16,1887.0,6299.0,1699.46
Kepler-1374 b,5.86,2.29,737.0,5323.0,1078.46
Kepler-1287 b,2.99,1.54,796.0,5715.0,1003.26
Kepler-1333 b,8.3,2.81,428.0,5628.0,932.446
Kepler-1332 b,2.45,1.37,728.0,5581.0,528.685
Kepler-528 b,4.98,2.08,708.0,5807.0,784.23
Kepler-1376 b,1.16,1.05,1042.0,5659.0,868.056
Kepler-1289 b,2.92,1.52,1113.0,6080.0,1053.57
Kepler-1335 b,2.7,1.45,809.0,4903.0,621.853
Kepler-1334 b,5.86,2.29,710.0,5614.0,1223.04
Kepler-1377 b,2.1,1.25,1873.0,5218.0,1146.1
Kepler-1378 b,5.48,2.2,525.0,4407.0,506.434
Kepler-1247 b,6.04,2.33,676.0,5303.0,1045.92
Kepler-520 b,3.39,1.66,711.0,6112.0,623.901
Kepler-1291 b,3.39,1.66,739.0,5216.0,897.352
Kepler-1292 b,3.97,1.82,1195.0,5556.0,1493.43
Kepler-1337 b,6.39,2.41,437.0,4523.0,601.629
Kepler-1381 b,5.69,2.25,649.0,5747.0,1197.04
Kepler-1248 b,1.76,1.18,1035.0,6149.0,593.026
Kepler-1251 b,4.04,1.84,487.0,5545.0,902.204
Kepler-1293 b,0.871,0.97,1183.0,6241.0,1028.16
Kepler-1341 b,9.22,2.99,241.0,4662.0,476.957
Kepler-1342 b,3.39,1.66,1283.0,5527.0,890.724
Kepler-1388 b,7.22,2.59,434.0,4098.0,453.795
Kepler-1252 b,3.43,1.67,665.0,5949.0,648.979
Kepler-1253 b,2.33,1.33,501.0,5850.0,514.524
Kepler-1295 b,3.02,1.55,1029.0,5486.0,1174.46
Kepler-1344 b,4.04,1.84,1219.0,5981.0,853.959
Kepler-1343 b,4.38,1.93,1294.0,5759.0,1756.71
Kepler-1379 b,2.24,1.3,1564.0,5188.0,971.325
Kepler-1382 b,4.19,1.88,959.0,6161.0,738.261
Kepler-1256 b,2.83,1.49,933.0,6129.0,891.192
Kepler-1254 b,3.02,1.55,660.0,4985.0,622.818
Kepler-1347 b,1.08,1.03,617.0,5193.0,321.0
Kepler-1346 b,3.12,1.58,1236.0,6133.0,843.701
Kepler-1386 b,2.07,1.24,1011.0,5733.0,835.882
Kepler-1259 b,2.63,1.43,1681.0,5053.0,805.562
Kepler-1257 b,2.92,1.52,1252.0,5502.0,1105.95
Kepler-616 c,11.5,3.41,413.0,5753.0,945.775
Kepler-1300 b,2.45,1.37,954.0,6130.0,777.025
Kepler-1350 b,6.9,2.52,535.0,3827.0,340.691
Kepler-1351 b,0.208,0.65,1212.0,4439.0,202.782
Kepler-516 b,27.9,5.74,1095.0,7099.0,687.094
Kepler-1217 b,4.62,1.99,1542.0,5905.0,1347.71
Kepler-1218 b,2.67,1.44,684.0,5986.0,840.503
Kepler-1261 b,5.73,2.26,396.0,5006.0,744.294
Kepler-1263 b,1.55,1.14,907.0,5213.0,664.83
Kepler-1303 b,2.6,1.42,891.0,5771.0,897.783
Kepler-1305 b,4.19,1.88,733.0,5701.0,1575.23
Kepler-521 b,10.2,3.18,803.0,6406.0,830.638
Kepler-1219 b,5.14,2.12,1159.0,5944.0,880.895
Kepler-1220 b,2.92,1.52,899.0,5842.0,961.907
Kepler-1264 b,1.76,1.18,1677.0,5791.0,801.993
Kepler-1265 b,2.39,1.35,732.0,4630.0,583.641
Kepler-1223 b,1.98,1.22,557.0,4870.0,459.957
Kepler-1224 b,2.33,1.33,872.0,6155.0,559.598
Kepler-1268 b,4.78,2.03,627.0,5904.0,1840.77
Kepler-1266 b,7.18,2.58,489.0,5044.0,849.312
Kepler-1309 b,6.21,2.37,491.0,5235.0,845.0
Kepler-517 b,7.61,2.67,467.0,5690.0,289.907
Kepler-1358 b,1.46,1.12,827.0,5181.0,546.998
Kepler-1359 b,8.4,2.83,369.0,4709.0,614.859
Kepler-1225 b,3.97,1.82,1453.0,6140.0,1347.52
Kepler-1270 b,11.0,3.32,1598.0,5047.0,1095.05
Kepler-1314 b,22.9,5.11,625.0,4188.0,141.98685057
Kepler-1362 b,7.27,2.6,248.0,4857.0,731.298
Kepler-1363 b,2.1,1.25,988.0,4839.0,541.714
Kepler-1227 b,5.86,2.29,369.0,5747.0,623.706
Kepler-1228 b,2.99,1.54,1757.0,5063.0,515.453
Kepler-1316 b,12.3,3.54,446.0,5884.0,800.871
Kepler-1318 b,9.85,3.11,202.0,4598.0,475.248
Kepler-1364 b,5.27,2.15,1299.0,6805.0,1056.9
Kepler-1366 b,2.63,1.43,783.0,4070.0,465.826
Kepler-1231 b,2.6,1.42,870.0,5778.0,987.237
Kepler-523 b,4.5,1.96,884.0,5515.0,253.295
Kepler-1274 b,2.6,1.42,1384.0,6179.0,614.648
Kepler-1367 b,0.721,0.92,998.0,4106.0,401.484
Kepler-1235 b,0.418,0.79,985.0,5541.0,540.604
Kepler-1424 b,1.65,1.16,629.0,5838.0,661.421
Kepler-1426 b,3.05,1.56,797.0,5831.0,1697.81
Kepler-556 b,5.65,2.24,766.0,5740.0,674.598
Kepler-1586 b,2.92,1.52,1013.0,6681.0,552.55
Kepler-770 d,2.54,1.4,1941.0,5598.0,930.457
Kepler-783 b,0.399,0.78,991.0,5521.0,516.09
Kepler-1427 b,1.37,1.1,1844.0,5793.0,1220.0
Kepler-1428 b,3.33,1.64,1049.0,6184.0,1530.32
Kepler-541 b,11.2,3.36,1673.0,6166.0,1060.68
Kepler-1165 b,3.02,1.55,946.0,6080.0,1575.2
Kepler-1553 b,1.6,1.15,926.0,5288.0,692.594
Kepler-1588 b,0.363,0.76,925.0,5817.0,924.141
Kepler-1589 b,1.32,1.09,2102.0,6166.0,1513.14
Kepler-1432 b,5.56,2.22,709.0,6031.0,2171.87
Kepler-1556 b,4.5,1.96,797.0,5608.0,944.54
Kepler-1590 b,1.55,1.14,1020.0,6053.0,771.152
Kepler-398 d,0.615,0.88,636.0,4557.0,177.355
Kepler-1321 c,6.35,2.4,697.0,4094.0,769.146
Kepler-1433 b,3.05,1.56,1226.0,6097.0,1328.0
Kepler-1557 b,2.96,1.53,1287.0,6099.0,1380.16
Kepler-1178 b,1.24,1.07,378.0,4990.0,482.287
Kepler-1592 b,2.99,1.54,1202.0,6213.0,1639.47
Kepler-1365 c,0.437,0.8,1137.0,5770.0,840.128
Kepler-1370 c,2.15,1.27,1075.0,6202.0,1004.1
Kepler-1336 c,3.57,1.71,1260.0,5512.0,1126.64
Kepler-1558 b,0.244,0.68,1019.0,5101.0,325.737
Kepler-1594 b,1.2,1.06,1360.0,5946.0,976.868
Kepler-1595 b,2.04,1.23,980.0,5203.0,845.022
Kepler-1388 c,5.73,2.26,566.0,4098.0,453.795
Kepler-1439 b,2.73,1.46,420.0,3578.0,225.393
Kepler-1438 b,0.779,0.94,1490.0,5530.0,1154.13
Kepler-1440 b,2.13,1.26,597.0,5698.0,1115.35
Kepler-576 b,10.7,3.27,541.0,5672.0,617.55
Kepler-1596 b,4.27,1.9,471.0,5706.0,2146.23
Kepler-577 b,7.04,2.55,314.0,4984.0,524.247
Kepler-1393 b,0.437,0.8,1249.0,5697.0,544.456
Kepler-1394 b,2.51,1.39,1947.0,6481.0,640.409
Kepler-1441 b,2.27,1.31,682.0,5802.0,1110.48
Kepler-511 b,33.1,6.35,332.0,5770.0,651.999
Kepler-1563 b,0.347,0.75,1134.0,5765.0,616.697
Kepler-1564 b,2.76,1.47,635.0,5528.0,908.805
Kepler-1603 b,2.21,1.29,1522.0,6241.0,2712.58
Kepler-1395 b,0.437,0.8,1311.0,6138.0,492.894
Kepler-1565 b,1.81,1.19,1234.0,4940.0,629.93
Kepler-1567 b,7.9,2.73,330.0,5655.0,1206.11
Kepler-1598 b,0.809,0.95,1236.0,5940.0,619.862
Kepler-1599 b,3.26,1.62,407.0,5767.0,1328.2
Kepler-1399 b,2.1,1.25,1610.0,5735.0,1385.7
Kepler-684 b,11.2,3.36,812.0,5493.0,1731.27
Kepler-605 c,0.566,0.86,1278.0,5462.0,556.58
Kepler-1569 b,3.46,1.68,1222.0,6319.0,945.454
Kepler-687 b,12.2,3.52,518.0,4841.0,633.66
Kepler-1597 b,1.2,1.06,1497.0,6377.0,1221.05
Kepler-1402 b,0.363,0.76,1789.0,5416.0,1493.64
Kepler-610 c,10.9,3.3,318.0,5943.0,845.824
Kepler-1571 b,2.92,1.52,1476.0,6297.0,675.303
Kepler-1389 b,3.78,1.77,300.0,5078.0,497.093
Kepler-1405 b,14.9,3.96,565.0,5925.0,1530.3
Kepler-1406 b,1.37,1.1,854.0,5892.0,572.403
Kepler-625 c,1.16,1.05,1048.0,5789.0,760.708
Kepler-217 d,2.3,1.32,1574.0,6341.0,1104.64
Kepler-1573 b,1.87,1.2,1379.0,5808.0,1455.36
Kepler-1574 b,2.21,1.29,1003.0,5892.0,1384.16
Kepler-758 d,5.14,2.12,843.0,6228.0,1502.32
Kepler-533 b,11.4,3.38,423.0,4758.0,302.955
Kepler-1407 b,5.69,2.25,826.0,6010.0,1396.41
Kepler-653 c,0.399,0.78,2078.0,5665.0,595.634
Kepler-1541 b,1.65,1.16,1048.0,5282.0,416.692
Kepler-1245 c,2.67,1.44,1190.0,5306.0,805.936
Kepler-1050 c,2.79,1.48,935.0,6010.0,490.488
Kepler-534 b,5.65,2.24,721.0,5884.0,570.659
Kepler-1412 b,0.498,0.83,1397.0,5880.0,755.678
Kepler-1413 b,3.97,1.82,661.0,5196.0,1167.49
Kepler-1542 b,0.363,0.76,1160.0,5564.0,399.114
TOI-5301 b,1182.32167404,13.09208946,1648.0,6240.0,629.161
Kepler-536 b,9.8,3.1,1877.0,5524.0,462.322
Kepler-1414 b,2.04,1.23,1033.0,4951.0,570.835
Kepler-1415 b,2.21,1.29,1846.0,5267.0,1043.56
Kepler-1545 b,7.75,2.7,274.0,5201.0,729.964
Kepler-1254 d,2.27,1.31,794.0,4985.0,622.818
Kepler-555 b,8.4,2.83,664.0,5894.0,973.121
Kepler-245 e,1806.36,1.75,998.0,5174.0,861.527
Kepler-1417 b,0.972,1.0,695.0,5839.0,991.845
Kepler-1418 b,3.39,1.66,419.0,4770.0,499.0
Kepler-1548 b,7.46,2.64,350.0,5706.0,872.279
Kepler-1579 b,0.52,0.84,1139.0,4584.0,466.0
Kepler-903 c,6.94,2.53,462.0,5682.0,1369.24
Kepler-1419 b,8.55,2.86,510.0,5796.0,1498.58
Kepler-1154 c,6.17,2.36,1117.0,6327.0,1460.1
Kepler-1583 b,0.156,0.6,788.0,5645.0,403.933
Kepler-1582 b,2.83,1.49,354.0,3208.0,78.8906
Kepler-1584 b,3.22,1.61,886.0,6069.0,1416.31
Kepler-1469 b,8.25,2.8,551.0,5507.0,1159.3
Kepler-633 b,3.29,1.63,1021.0,5899.0,680.54
Kepler-1511 b,3.46,1.68,903.0,6064.0,1475.6
Kepler-1525 b,0.693,0.91,1343.0,5748.0,382.989
Kepler-1617 b,1.87,1.2,736.0,6167.0,898.31
Kepler-1470 b,1.24,1.07,574.0,4961.0,590.601
Kepler-132 e,1.76,1.18,414.0,6023.0,349.549
Kepler-695 b,62.3,9.21,1021.0,5181.0,842.947
Kepler-704 b,7.32,2.61,1121.0,5616.0,1228.83
Kepler-1527 b,20.4,4.77,450.0,6224.0,1842.13
Kepler-1618 b,2.13,1.26,1267.0,6620.0,1229.25
Kepler-630 b,10.2,3.18,343.0,5829.0,839.784
Kepler-1472 b,4.27,1.9,613.0,6159.0,1479.14
Kepler-622 b,5.18,2.13,446.0,4201.0,284.761
Kepler-967 c,12.9,3.65,258.0,5178.0,568.546
Kepler-154 e,2.86,1.5,1140.0,5769.0,915.212
Kepler-1529 b,5.06,2.1,817.0,5048.0,661.014
Kepler-1090 b,5.69,2.25,297.0,5321.0,858.77
Kepler-1619 b,0.363,0.76,797.0,5852.0,734.85
Kepler-1477 b,1.76,1.18,674.0,5100.0,680.828
Kepler-598 b,2.86,1.5,1050.0,5307.0,681.086
Kepler-1530 b,3.33,1.64,1484.0,5477.0,489.876
Kepler-1530 c,3.36,1.65,1167.0,5477.0,489.876
Kepler-692 b,9.85,3.11,639.0,5440.0,991.336
Kepler-1622 b,2.76,1.47,922.0,6436.0,796.477
Kepler-1479 b,4.01,1.83,746.0,5796.0,728.668
Kepler-1480 b,3.43,1.67,721.0,5156.0,500.892
Kepler-969 c,0.937,0.99,1270.0,5214.0,390.354
Kepler-990 c,2.96,1.53,2386.0,5948.0,802.163
Kepler-1093 c,4.5,1.96,508.0,6166.0,1072.88
Kepler-1531 b,1.41,1.11,2537.0,6260.0,666.334
Kepler-631 b,8.75,2.9,828.0,6185.0,761.966
Kepler-1623 b,2.27,1.31,1000.0,5772.0,837.481
Kepler-1481 b,2.04,1.23,797.0,4908.0,459.076
Kepler-1483 b,2.92,1.52,1131.0,6337.0,1273.78
Kepler-636 b,18.1,4.45,614.0,5203.0,310.301
Kepler-489 b,46.1,7.72,538.0,5014.0,369.645
Kepler-1016 c,13.1,3.68,407.0,5821.0,1402.82
Kepler-705 b,5.1,2.11,265.0,3722.0,276.881
Kepler-1536 b,10.0,3.14,166.0,4434.0,387.248
Kepler-632 b,5.52,2.21,500.0,5322.0,349.0
Kepler-545 b,7.7,2.69,806.0,5882.0,818.001
Kepler-1486 b,5.99,2.32,538.0,5965.0,1769.14
Kepler-342 e,0.615,0.88,1897.0,6366.0,781.611
Kepler-582 b,13.1,3.68,603.0,5564.0,613.179
Kepler-1409 b,1.12,1.04,1733.0,5160.0,694.89
Kepler-1444 b,5.39,2.18,581.0,5810.0,319.675
Kepler-581 b,7.41,2.63,521.0,5772.0,703.758
Kepler-1516 b,3.71,1.75,967.0,5904.0,1358.95
Kepler-600 b,8.75,2.9,528.0,5279.0,619.723
Kepler-1537 b,1.76,1.18,1800.0,5079.0,517.292
Kepler-1447 b,8.75,2.9,522.0,5722.0,890.296
Kepler-1488 b,4.12,1.86,650.0,5820.0,905.825
WASP-156 b,41.8,6.02802815,934.5,4987.0,122.066
Kepler-1538 b,8.35,2.82,346.0,5837.0,1125.3
Kepler-1448 b,3.22,1.61,811.0,5774.0,768.903
Kepler-1493 b,2.57,1.41,874.0,5863.0,555.051
Kepler-1519 b,39.6,7.06,342.0,5644.0,1441.63
Kepler-688 b,68.7,9.76,1005.0,5715.0,1357.75
Kepler-1450 b,3.57,1.71,308.0,4524.0,505.829
Kepler-1494 b,9.64,3.07,415.0,5659.0,1285.48
Kepler-1495 b,8.96,2.94,443.0,5831.0,1355.54
Kepler-1520 b,28.1,5.77,1437.0,4677.0,607.917
Kepler-637 b,20.2,4.75,1002.0,6096.0,786.091
Kepler-1607 b,0.721,0.92,913.0,6116.0,1286.1
Kepler-1496 b,5.56,2.22,535.0,6182.0,1307.66
Kepler-937 c,7.61,2.67,377.0,6095.0,1571.46
Kepler-1065 c,3.19,1.6,1256.0,5635.0,1122.48
Kepler-1067 b,0.437,0.8,1872.0,5592.0,667.693
Kepler-578 b,4.66,2.0,1774.0,5334.0,541.432
Kepler-689 b,8.7,2.89,536.0,5518.0,1131.73
Kepler-1460 b,4.5,1.96,391.0,4422.0,553.218
Kepler-1498 b,2.33,1.33,564.0,5256.0,740.0
Kepler-1073 c,3.33,1.64,1169.0,5792.0,809.897
Kepler-701 b,8.45,2.84,777.0,5343.0,774.152
Kepler-1611 b,0.457,0.81,1243.0,5605.0,908.444
Kepler-624 b,5.95,2.31,852.0,6117.0,748.188
Kepler-1462 b,14.0,3.82,390.0,5756.0,1017.82
